,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
789,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,зеленый,0.0,левый,8.602,1143900
790,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,зеленый,0.0,левый,8.602,1254900
791,Лада Нива Легенд,2022,бензин,1.7,83.0,механика,4WD,белый,0.0,левый,8.602,872900
792,Volkswagen Touareg,2009,дизель,2.5,174.0,автомат,4WD,черный,310500.0,левый,8.602,991000
793,Mitsubishi Outlander,2013,бензин,2.4,167.0,вариатор,4WD,черный,78313.0,левый,8.8,1798000
794,Лада Веста,2018,бензин,1.6,106.0,механика,передний,белый,68588.0,левый,8.7,1121000
795,Peugeot 207,2008,бензин,1.4,88.0,робот,передний,черный,219150.0,левый,8.4,340000
796,Лада 4x4 2121 Нива,1998,бензин,1.7,79.0,механика,4WD,бежевый,119397.0,левый,8.602,225000
797,Kia Mohave,2022,дизель,3.0,257.0,автомат,4WD,черный,114.0,левый,8.8,6249900
798,Mercedes-Benz S-Class,2022,бензин,4.0,503.0,автомат,4WD,черный,2200.0,левый,8.602,22800000
799,Jeep Cherokee,2017,бензин,2.4,177.0,автомат,4WD,белый,127000.0,левый,8.4,1900000
800,Daewoo Nexia,2008,бензин,1.5,75.0,механика,передний,серебристый,221102.0,левый,7.5,90000
801,Infiniti QX50,2020,бензин,2.0,249.0,вариатор,4WD,белый,10263.0,левый,8.602,4606000
802,Infiniti QX80,2021,бензин,5.6,405.0,автомат,4WD,белый,9494.0,левый,8.602,10693000
803,Toyota Land Cruiser Prado,2020,дизель,2.8,200.0,автомат,4WD,белый,69900.0,левый,8.602,5980000
804,Kia Cerato,2022,бензин,2.0,150.0,автомат,передний,серый,4000.0,левый,8.8,2500000
805,Mitsubishi Lancer,2005,бензин,1.6,98.0,механика,передний,белый,211000.0,левый,8.4,380000
806,Hyundai Getz,2010,бензин,1.4,97.0,автомат,передний,голубой,177489.0,левый,8.3,610000
807,BMW X3,2014,дизель,2.0,184.0,автомат,4WD,черный,151771.0,левый,8.602,1795000
808,Mercedes-Benz CLA-Class,2015,бензин,1.6,156.0,робот,передний,красный,144202.0,левый,8.602,1575000
809,Volkswagen Tiguan,2019,бензин,1.4,150.0,робот,4WD,серебристый,70864.0,левый,8.602,2620000
810,BMW 5-Series,2019,дизель,3.0,249.0,автомат,4WD,белый,44785.0,левый,8.9,4695000
811,Ford F150,2020,бензин,3.5,450.0,автомат,4WD,белый,12000.0,левый,8.7,10000000
812,Лада Нива Легенд,2023,бензин,1.7,83.0,механика,4WD,коричневый,0.0,левый,8.602,821900
813,Лада Нива Легенд,2023,бензин,1.7,83.0,механика,4WD,белый,0.0,левый,8.602,872900
814,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,голубой,0.0,левый,8.602,7490000
815,GMC Yukon,2022,бензин,5.3,355.0,автомат,4WD,черный,0.0,левый,8.6,8800000
816,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,черный,0.0,левый,8.602,7490000
817,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,синий,0.0,левый,8.602,7490000
818,Skoda Octavia,2017,бензин,1.4,150.0,робот,передний,серебристый,144000.0,левый,8.8,1299000
819,Audi A6,2014,бензин,2.0,180.0,вариатор,передний,черный,177000.0,левый,8.9,1299000
820,Kia Soul,2014,бензин,1.6,129.0,автомат,передний,красный,181000.0,левый,8.8,1120000
821,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,серый,0.0,левый,8.602,7490000
822,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,белый,0.0,левый,8.602,7490000
823,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,черный,0.0,левый,8.602,1042900
824,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,черный,0.0,левый,8.1,868900
825,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,зеленый,0.0,левый,8.602,1042900
826,BMW 7-Series,2008,бензин,4.8,367.0,автомат,задний,синий,179800.0,левый,8.602,925000
827,Kia Sorento,2002,дизель,2.5,145.0,автомат,4WD,серый,206011.4,левый,8.6,480000
828,Voyah Dream,2022,бензин,1.5,395.0,автомат,4WD,черный,0.0,левый,8.602,8290000
829,Nissan Leaf,2016,электро,0.0,109.0,автомат,передний,белый,64000.0,правый,8.602,1019000
830,Nissan Pathfinder,2007,дизель,2.5,174.0,автомат,4WD,белый,232020.3,левый,8.6,900000
831,Ford Focus,2010,дизель,2.0,110.0,механика,передний,белый,168000.0,левый,8.5,555000
832,Mazda Familia,2000,бензин,1.3,85.0,автомат,передний,белый,260000.0,правый,7.8,160000
833,Honda Fit,2014,бензин,1.5,110.0,робот,передний,синий,162175.0,правый,8.6,799000
834,Opel Mokka,2014,бензин,1.4,140.0,автомат,передний,белый,108218.0,левый,8.8,1116000
835,Kia Sorento,2017,бензин,3.3,250.0,автомат,4WD,черный,125238.0,левый,8.6,2764000
836,Kia Rio,2018,бензин,1.4,100.0,автомат,передний,синий,57704.0,левый,8.7,1271000
837,Toyota Land Cruiser Prado,2008,бензин,4.0,249.0,автомат,4WD,золотистый,251000.0,левый,8.602,2200000
838,Chery Tiggo 8 Pro Max,2023,бензин,2.0,197.0,робот,4WD,синий,0.0,левый,8.602,4270900
839,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,механика,передний,серебристый,0.0,левый,8.602,2099900
840,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,0.0,левый,8.602,2889900
841,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,синий,0.0,левый,8.602,3039900
842,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,белый,0.0,левый,8.602,2199900
843,Kia Seltos,2022,бензин,1.6,123.0,механика,передний,белый,0.0,левый,8.9,2229900
844,Jeep Renegade,2019,бензин,1.3,150.0,автомат,передний,белый,24700.0,левый,8.5,2099000
845,Audi A7,2023,дизель,3.0,286.0,автомат,4WD,белый,195.0,левый,8.602,9300000
846,Ford Galaxy,2015,дизель,2.0,120.0,механика,передний,белый,521208.0,левый,8.5,620000
847,Chrysler Town and Country,2021,бензин,3.6,283.0,автомат,передний,серый,28000.0,левый,8.6,3150000
848,Lifan Smily,2011,бензин,1.3,89.0,механика,передний,красный,150000.0,левый,8.1,130000
849,Porsche Cayenne Coupe,2019,бензин,2.9,440.0,автомат,4WD,серый,74500.0,левый,8.4,10990000
850,Audi A5,2014,бензин,2.0,225.0,робот,4WD,белый,142959.0,левый,8.602,1987000
851,Porsche Macan,2015,бензин,3.0,340.0,робот,4WD,синий,199461.0,левый,8.602,2550000
852,Kia Rio,2012,бензин,1.6,123.0,механика,передний,красный,124203.0,левый,8.7,734000
853,Mitsubishi Lancer,2003,бензин,2.4,163.0,механика,передний,серебристый,245000.0,левый,8.4,350000
854,Mitsubishi Montero Sport,2022,бензин,3.0,209.0,автомат,4WD,белый,0.0,левый,8.3,4096546
855,BMW X7,2022,дизель,3.0,340.0,автомат,4WD,черный,0.0,левый,8.602,19416680
856,Hyundai Creta,2019,бензин,2.0,149.0,автомат,передний,серый,120664.0,левый,8.602,1680000
857,Opel Omega,2000,бензин,2.5,170.0,автомат,задний,синий,270000.0,левый,8.0,280000
858,Renault Sandero Stepway,2022,бензин,1.6,113.0,вариатор,передний,коричневый,0.0,левый,8.3,1711943
859,Renault Sandero Stepway,2022,бензин,1.6,113.0,вариатор,передний,серый,0.0,левый,8.3,1729943
860,Kia Mohave,2021,дизель,3.0,257.0,автомат,4WD,черный,44400.0,левый,8.8,5350000
861,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,фиолетовый,0.0,левый,8.602,5279900
862,Changan UNI-K,2022,бензин,2.0,226.0,автомат,4WD,синий,0.0,левый,8.602,3940000
863,Volkswagen Caravelle,2007,дизель,2.5,131.0,механика,передний,синий,420000.0,левый,8.6,1370000
864,Mercedes-Benz V-Class,2022,дизель,2.0,237.0,автомат,4WD,серый,0.0,левый,8.9,20815505
865,Toyota FJ Cruiser,2022,бензин,4.0,270.0,автомат,4WD,белый,12.0,левый,8.602,5790000
866,BMW X5,2023,дизель,3.0,286.0,автомат,4WD,черный,0.0,левый,8.602,13700858
867,Mitsubishi Pajero Sport,2014,бензин,3.0,222.0,автомат,4WD,черный,121014.0,левый,8.6,1698000
868,Mercedes-Benz GLE,2019,дизель,2.9,272.0,автомат,4WD,черный,40000.0,левый,8.602,5690000
869,Opel Corsa,2010,бензин,1.2,86.0,автомат,передний,белый,101148.0,левый,8.4,485000
870,Mitsubishi L200,2019,дизель,2.4,154.0,механика,4WD,белый,102898.0,левый,8.4,2246000
871,Skoda Superb,2018,бензин,1.8,180.0,робот,передний,черный,109000.0,левый,8.602,1698000
872,Hyundai ix35,2011,бензин,2.0,150.0,автомат,4WD,белый,180000.0,левый,8.7,1249000
873,Infiniti QX80,2019,бензин,5.6,405.0,автомат,4WD,черный,55000.0,левый,8.602,5490000
874,Opel Astra,2014,бензин,1.6,170.0,автомат,передний,белый,128000.0,левый,8.6,920000
875,Bentley Flying Spur,2013,бензин,6.0,625.0,автомат,4WD,коричневый,21500.0,левый,8.4,7500000
876,Land Rover Defender,2021,бензин,3.0,400.0,автомат,4WD,черный,19920.0,левый,8.3,13397000
877,Nissan Qashqai,2016,бензин,1.2,115.0,вариатор,передний,белый,110000.0,левый,8.6,1255000
878,Isuzu MU-X,2021,дизель,3.0,190.0,автомат,4WD,белый,33682.25,левый,8.602,6019000
879,Kia Cerato,2013,бензин,1.6,130.0,автомат,передний,белый,163000.0,левый,8.8,900000
880,Kia Sorento,2018,бензин,3.5,249.0,автомат,4WD,серый,43671.0,левый,8.6,2820000
881,Mercedes-Benz E-Class,2018,дизель,2.0,194.0,автомат,4WD,синий,119052.0,левый,8.9,2889000
882,Hyundai Accent,2005,бензин,1.5,102.0,автомат,передний,бежевый,339621.0,левый,8.0,279000
883,Changan CS75,2022,бензин,1.8,150.0,автомат,4WD,белый,0.0,левый,8.6,2749900
884,Chevrolet Epica,2012,бензин,2.0,143.0,автомат,передний,черный,120154.0,левый,8.5,675000
885,BMW 340,1950,бензин,2.0,55.0,механика,задний,черный,50000.0,левый,8.602,5600000
886,Audi A6,2007,бензин,2.4,177.0,вариатор,передний,черный,331000.0,левый,8.9,680000
887,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,79167.0,левый,8.6,1305000
888,Skoda Rapid,2019,бензин,1.6,110.0,автомат,передний,белый,66680.0,левый,8.602,1315000
889,Audi A3,2019,бензин,1.4,150.0,робот,передний,белый,103886.0,левый,8.602,1355000
890,Skoda Rapid,2019,бензин,1.6,110.0,автомат,передний,белый,84318.0,левый,8.602,1285000
891,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,82972.0,левый,8.6,1305000
892,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,87537.0,левый,8.6,1465000
893,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,83923.0,левый,8.6,1075000
894,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,91143.0,левый,8.6,1465000
895,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,103637.0,левый,8.6,1465000
896,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,83585.0,левый,8.6,1360000
897,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,86735.0,левый,8.6,1465000
898,BMW 5-Series,2009,дизель,2.0,177.0,автомат,задний,серый,280000.0,левый,8.9,990000
899,Ferrari California,2012,бензин,4.3,490.0,робот,задний,черный,36750.0,левый,8.602,12000000
900,GMC Terrain,2012,бензин,2.4,182.0,автомат,4WD,белый,210000.0,левый,8.5,1250000
901,Honda Pilot,2018,бензин,3.0,249.0,автомат,4WD,красный,108106.0,левый,8.602,3495000
902,Nissan Qashqai,2018,бензин,2.0,144.0,вариатор,передний,белый,101249.0,левый,8.6,1275000
903,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,белый,106614.0,левый,8.7,995000
904,Audi A3,2019,бензин,1.4,150.0,робот,передний,белый,100972.0,левый,8.602,1355000
905,Smart Fortwo,2018,бензин,1.0,71.0,робот,задний,белый,69632.0,левый,8.6,720000
906,Haval Jolion,2022,бензин,1.5,150.0,робот,4WD,серый,8388.0,левый,8.602,2270000
907,Porsche Cayenne,2012,бензин,4.8,500.0,автомат,4WD,черный,88000.0,левый,8.602,4450000
908,Mercedes-Benz M-Class,2012,дизель,3.0,258.0,автомат,4WD,черный,147000.0,левый,8.8,2250000
909,Kia Sorento,2022,дизель,2.2,199.0,робот,4WD,коричневый,0.0,левый,8.6,4640240
910,УАЗ Патриот,2017,бензин,2.7,135.0,механика,4WD,белый,109000.0,левый,8.1,769000
911,Volkswagen Passat,2017,дизель,2.0,190.0,робот,4WD,серый,191000.0,левый,8.6,2015000
912,Changan CS55 Plus,2022,бензин,1.5,181.0,робот,передний,белый,40.0,левый,8.602,2630000
913,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,коричневый,62109.0,левый,8.7,1410000
914,Land Rover Range Rover Evoque,2014,дизель,2.2,190.0,автомат,4WD,красный,100000.0,левый,8.602,1880000
915,Infiniti JX35,2012,бензин,3.5,262.0,вариатор,4WD,зеленый,153000.0,левый,8.602,1590000
916,Toyota Land Cruiser Prado,2013,дизель,3.0,173.0,автомат,4WD,белый,186000.0,левый,8.602,2149000
917,Лада 2112,2003,бензин,1.5,91.0,механика,передний,серый,227456.0,левый,7.8,350000
918,Toyota Land Cruiser,2022,бензин,3.4,415.0,автомат,4WD,черный,30.0,левый,8.602,12990000
919,Audi 80,1992,бензин,2.3,133.0,механика,4WD,синий,325842.0,левый,7.9,350000
920,BMW 5-Series,2013,бензин,2.0,184.0,автомат,задний,белый,128399.0,левый,8.9,1290000
921,Nissan X-Trail,2021,бензин,2.0,144.0,вариатор,передний,оранжевый,59791.0,левый,8.5,1908000
922,Toyota Land Cruiser,2008,дизель,4.5,235.0,автомат,4WD,синий,183000.0,левый,8.602,2080000
923,Toyota Tundra,2019,бензин,5.7,381.0,автомат,4WD,черный,29705.0,левый,8.602,6850000
924,Nissan Almera,2004,бензин,1.5,98.0,механика,передний,черный,119000.0,левый,8.1,435000
925,Volkswagen Tiguan,2015,бензин,2.0,170.0,автомат,4WD,белый,125000.0,левый,8.602,1630000
926,Kia Sportage,2022,бензин,2.0,150.0,автомат,4WD,черный,0.0,левый,8.7,3429900
927,BMW 6-Series,2013,дизель,3.0,313.0,автомат,4WD,синий,78422.0,левый,8.602,3185000
928,Evolute i-Joy,2022,электро,0.0,163.0,автомат,передний,черный,0.0,левый,8.602,3490000
929,Audi A6,2016,бензин,1.8,190.0,робот,передний,черный,95512.0,левый,8.9,1690000
930,Changan CS35 Plus,2022,бензин,1.6,128.0,автомат,передний,белый,0.0,левый,8.7,2224000
931,Volkswagen Passat,1989,бензин,1.8,90.0,механика,передний,белый,520000.0,левый,8.6,280000
932,Kia K5,2022,бензин,2.0,150.0,автомат,передний,белый,0.0,левый,8.602,2950000
933,Land Rover Defender,2011,дизель,2.4,122.0,механика,4WD,черный,185000.0,левый,8.3,1750000
934,Audi A6,2019,дизель,2.0,204.0,робот,4WD,черный,140000.0,левый,8.9,2899000
935,BMW 7-Series,2018,дизель,3.0,249.0,автомат,4WD,черный,85000.0,левый,8.602,4000000
936,Лада Ларгус,2020,бензин,1.6,106.0,механика,передний,черный,123000.0,левый,8.3,300000
937,Ford S-MAX,2016,бензин,1.5,160.0,механика,передний,черный,129012.0,левый,8.9,1300000
938,BMW X5,2022,дизель,3.0,249.0,автомат,4WD,черный,50.0,левый,8.602,12900000
939,Mercedes-Benz G-Class,2022,бензин,4.0,585.0,автомат,4WD,серый,50.0,левый,8.9,29000000
940,Mercedes-Benz GLE,2022,дизель,2.9,330.0,автомат,4WD,зеленый,50.0,левый,8.602,12700000
941,Volkswagen Multivan,2022,дизель,2.0,150.0,робот,4WD,серый,50.0,левый,8.8,9400000
942,Mercedes-Benz GLE Coupe,2022,дизель,2.9,330.0,автомат,4WD,черный,50.0,левый,8.602,12200000
943,BMW X6,2022,дизель,3.0,340.0,автомат,4WD,синий,50.0,левый,8.602,12599000
944,Mercedes-Benz V-Class,2018,дизель,2.1,163.0,автомат,4WD,белый,36000.0,левый,8.9,5900000
945,Smart Forfour,2017,бензин,1.0,71.0,робот,задний,белый,125753.0,левый,8.5,600000
946,Audi A6,2019,бензин,3.0,340.0,автомат,4WD,черный,14781.0,левый,8.9,4399000
947,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,белый,0.0,левый,8.602,5279900
948,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,белый,0.0,левый,8.602,4249900
949,EXEED TXL,2022,бензин,2.0,197.0,робот,4WD,белый,0.0,левый,8.602,4649900
950,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,белый,0.0,левый,8.602,4249900
951,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,серый,0.0,левый,8.602,4249900
952,EXEED TXL,2022,бензин,2.0,197.0,робот,4WD,фиолетовый,0.0,левый,8.602,4649900
953,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,синий,0.0,левый,8.602,5279900
954,EXEED TXL,2022,бензин,2.0,197.0,робот,4WD,серый,0.0,левый,8.602,4649900
955,Kia Soul,2022,бензин,2.0,150.0,автомат,передний,белый,0.0,левый,8.8,2322495
956,Kia Sorento,2022,бензин,2.5,180.0,автомат,4WD,серый,0.0,левый,8.6,4534250
957,Kia Ceed,2022,бензин,1.6,128.0,автомат,передний,красный,0.0,левый,8.8,2598650
958,Kia Sportage,2022,бензин,2.5,190.0,автомат,4WD,черный,0.0,левый,8.7,3691750
959,Toyota Land Cruiser,2013,дизель,4.5,235.0,автомат,4WD,белый,215000.0,левый,8.602,2650000
960,Volvo XC60,2020,бензин,2.0,249.0,автомат,4WD,белый,31000.0,левый,8.602,4050000
961,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,белый,0.0,левый,8.602,2994000
962,Ferrari 812 Superfast,2019,бензин,6.5,800.0,робот,задний,красный,4800.0,левый,8.602,28000000
963,Toyota Sprinter Marino,1993,бензин,1.6,115.0,автомат,передний,серый,392000.0,правый,8.2,290000
964,Skoda Octavia,2019,бензин,1.8,180.0,робот,передний,белый,30000.0,левый,8.8,1590000
965,Infiniti G35,2003,бензин,3.5,284.0,автомат,задний,серый,200000.0,левый,8.602,599000
966,BMW 7-Series,1987,бензин,3.0,188.0,механика,задний,золотистый,400000.0,левый,8.602,210000
967,Toyota Corolla,2020,бензин,2.0,168.0,вариатор,передний,серебристый,13300.0,левый,8.3,2150000
968,Mazda CX-4,2022,бензин,2.0,158.0,автомат,передний,красный,0.0,левый,8.602,2990000
969,Volvo XC60,2018,бензин,2.0,249.0,автомат,4WD,белый,144060.0,левый,8.602,2380000
970,Hyundai Santa Fe,2016,бензин,2.4,171.0,автомат,4WD,черный,104000.0,левый,8.7,1799000
971,Renault Kaptur,2016,бензин,1.6,114.0,вариатор,передний,белый,70000.0,левый,8.7,999000
972,Kia Spectra,2005,бензин,1.6,101.0,механика,передний,синий,157512.0,левый,8.0,282000
973,BMW 6-Series,2012,дизель,3.0,313.0,автомат,4WD,черный,125439.0,левый,8.602,2160000
974,Mitsubishi Pajero Sport,2022,дизель,2.4,181.0,автомат,4WD,белый,0.0,левый,8.6,5247000
975,Mitsubishi Outlander,2022,бензин,2.0,146.0,вариатор,передний,белый,0.0,левый,8.8,3320000
976,Toyota MR-S,2002,бензин,1.8,140.0,механика,задний,белый,135000.0,правый,8.5,1300000
977,Bentley Bentayga,2021,бензин,4.0,550.0,автомат,4WD,черный,19000.0,левый,8.2,22990000
978,Mazda CX-9,2017,бензин,2.5,231.0,автомат,4WD,черный,244073.0,левый,8.602,2618000
979,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,79926.0,левый,8.6,1180000
980,Opel Astra,2010,бензин,1.4,140.0,механика,передний,черный,100000.0,левый,8.6,380000
981,Toyota Camry,2017,бензин,2.5,203.0,автомат,передний,белый,113000.0,левый,8.8,2250000
982,Kia Sportage,2022,бензин,2.0,150.0,автомат,4WD,черный,0.0,левый,8.7,3239900
983,Toyota RAV4,2019,бензин,2.5,176.0,вариатор,4WD,серый,57100.0,левый,8.7,3050000
984,Mercedes-Benz S-Class,2021,бензин,4.0,503.0,автомат,4WD,синий,29.0,левый,8.602,28430000
985,Nissan Leaf,2014,электро,0.0,109.0,автомат,передний,черный,70000.0,правый,8.602,800000
986,Toyota Land Cruiser,2018,дизель,4.5,249.0,автомат,4WD,белый,60017.0,левый,8.602,7300000
987,Jaguar F-Pace,2018,дизель,2.0,180.0,автомат,4WD,черный,95200.0,левый,8.7,2860000
988,Kia Sportage,2022,бензин,2.5,190.0,автомат,4WD,синий,0.0,левый,8.7,3479900
989,Mitsubishi Outlander,2013,бензин,2.0,118.0,автомат,4WD,голубой,140000.0,правый,8.8,1500000
990,Mercedes-Benz V-Class,2020,дизель,2.1,190.0,автомат,4WD,черный,9515.0,левый,8.9,17800000
991,Honda Fit,2014,бензин,1.5,110.0,робот,передний,белый,182500.0,правый,8.6,830000
992,BMW X1,2019,бензин,1.5,140.0,робот,передний,белый,88391.0,левый,8.8,1670000
993,Toyota Prius,2011,бензин,1.8,99.0,вариатор,передний,серый,226000.0,правый,8.8,950000
994,BMW X1,2019,бензин,1.5,140.0,робот,передний,белый,109692.0,левый,8.8,1720000
995,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,фиолетовый,0.0,левый,8.602,4249900
996,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,серый,0.0,левый,8.602,5279900
997,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,черный,0.0,левый,8.602,5279900
998,Mitsubishi Outlander,2022,бензин,2.0,146.0,вариатор,4WD,белый,0.0,левый,8.8,3722700
999,Porsche Cayenne,2021,бензин,3.0,340.0,автомат,4WD,черный,12602.0,левый,8.602,11250000
1000,Mazda Roadster,2016,бензин,1.5,131.0,механика,задний,красный,16000.0,правый,8.7,1900000
1001,Opel Insignia,2014,бензин,1.6,170.0,автомат,передний,коричневый,115000.0,левый,8.602,890000
1002,Mercedes-Benz GLK-Class,2013,бензин,2.0,211.0,автомат,4WD,черный,158000.0,левый,8.602,1440000
1003,Audi TT,2008,бензин,3.2,250.0,робот,4WD,белый,140000.0,левый,8.602,1530000
1004,BMW 2-Series Gran Tourer,2018,дизель,2.0,190.0,автомат,4WD,черный,97000.0,левый,8.5,2270000
1005,Mercedes-Benz GLE,2022,дизель,2.0,245.0,автомат,4WD,черный,0.0,левый,8.602,17397070
1006,Honda Vamos,2010,бензин,0.7,53.0,автомат,4WD,серый,203000.0,правый,8.2,500000
1007,Mercedes-Benz E-Class,2022,бензин,2.0,197.0,автомат,задний,черный,0.0,левый,8.9,9849765
1008,Kia K5,2022,бензин,2.0,150.0,автомат,передний,синий,0.0,левый,8.602,2939900
1009,Volvo S80,2011,бензин,2.5,231.0,автомат,передний,коричневый,193584.0,левый,8.602,930000
1010,Audi A3,2012,бензин,1.2,105.0,робот,передний,белый,228000.0,левый,8.602,705000
1011,Renault Megane,2017,дизель,1.5,110.0,механика,передний,черный,98000.0,левый,8.3,1205000
1012,Toyota Avensis,2005,бензин,1.6,110.0,механика,передний,синий,207000.0,левый,8.8,465000
1013,Volkswagen Golf Plus,2008,бензин,1.6,102.0,механика,передний,красный,276600.0,левый,8.8,460000
1014,SsangYong Tivoli XLV,2017,бензин,1.6,128.0,автомат,передний,белый,167880.0,левый,8.4,1280000
1015,BMW X3,2020,дизель,3.0,249.0,автомат,4WD,белый,42436.0,левый,8.602,5089000
1016,Mitsubishi Outlander,2022,бензин,2.0,146.0,вариатор,4WD,серебристый,0.0,левый,8.8,3460000
1017,Mercedes-Benz GLB-Class,2022,бензин,1.3,150.0,робот,4WD,синий,0.0,левый,8.3,7578825
1018,Nissan Note,2017,бензин,1.2,79.0,автомат,передний,черный,84000.0,правый,8.6,999000
1019,Toyota Corolla Fielder,2015,бензин,1.5,74.0,вариатор,передний,оранжевый,159216.0,правый,8.6,950000
1020,Porsche Cayenne,2011,дизель,3.0,240.0,автомат,4WD,коричневый,180000.0,левый,8.602,2500000
1021,ГАЗ 21 Волга,1970,бензин,2.4,75.0,механика,задний,серый,5948.0,левый,7.9,1050000
1022,Mazda CX-5,2022,бензин,2.0,150.0,автомат,передний,черный,0.0,левый,8.602,3304000
1023,Nissan Bluebird Sylphy,2002,бензин,2.0,150.0,вариатор,передний,серый,300000.0,правый,8.3,220000
1024,Renault Kaptur,2021,бензин,1.6,114.0,вариатор,передний,белый,33682.25,левый,8.7,2439630
1025,Volkswagen Amarok,2011,дизель,2.0,163.0,механика,4WD,черный,178913.0,левый,8.9,1179000
1026,Mercedes-Benz GLA-Class,2014,бензин,2.0,211.0,робот,4WD,коричневый,121779.0,левый,8.602,1680000
1027,Nissan X-Trail,2015,бензин,2.0,144.0,вариатор,4WD,черный,65682.0,левый,8.5,1399000
1028,Hyundai Grand Starex,2011,дизель,2.5,145.0,автомат,задний,черный,167587.0,левый,8.6,1650000
1029,Hyundai Grand Starex,2014,дизель,2.5,145.0,автомат,задний,белый,151354.0,левый,8.6,1750000
1030,Hyundai Grand Starex,2011,дизель,2.5,145.0,механика,задний,серый,167384.0,левый,8.6,1299000
1031,Hyundai Grand Starex,2014,дизель,2.5,145.0,автомат,задний,серый,151354.0,левый,8.6,1750000
1032,Toyota RAV4,2015,дизель,2.2,149.0,автомат,4WD,белый,135000.0,левый,8.7,1579000
1033,Chrysler 200,2016,бензин,2.4,184.0,автомат,передний,серый,107000.0,левый,8.602,999000
1034,Kia Sorento,2016,дизель,2.2,200.0,автомат,4WD,белый,93000.0,левый,8.6,1999000
1035,Chery Tiggo T11,2007,бензин,2.4,129.0,механика,4WD,зеленый,92000.0,левый,8.1,359000
1036,Great Wall Hover H3,2010,бензин,2.0,122.0,механика,4WD,серый,37230.0,левый,8.4,625000
1037,Audi A4,2006,бензин,1.8,163.0,вариатор,передний,черный,175000.0,левый,8.8,595000
1038,УАЗ Патриот,2012,бензин,2.7,128.0,механика,4WD,зеленый,97000.0,левый,8.1,519000
1039,Peugeot 407,2007,бензин,2.0,143.0,автомат,передний,серый,137000.0,левый,8.6,429000
1040,Audi A5,2011,бензин,2.0,211.0,автомат,4WD,серый,159000.0,левый,8.602,1099000
1041,Opel Mokka,2013,бензин,1.8,140.0,автомат,4WD,коричневый,140028.0,левый,8.8,810000
1042,Honda Civic,2008,бензин,1.8,140.0,автомат,передний,серый,120000.0,левый,8.7,719000
1043,BMW X1,2011,дизель,2.0,177.0,автомат,4WD,белый,142000.0,левый,8.8,959000
1044,Toyota Mark X,2010,бензин,2.5,203.0,автомат,задний,черный,200000.0,правый,8.602,1300000
1045,Kia Sportage,2009,бензин,2.0,142.0,автомат,4WD,серебристый,238172.0,левый,8.7,755000
1046,Лада 2114 Самара,2013,бензин,1.6,81.0,механика,передний,серый,157577.0,левый,7.9,265000
1047,Opel Astra,2011,бензин,1.6,115.0,механика,передний,зеленый,223568.0,левый,8.6,560000
1048,Chevrolet Niva,2010,бензин,1.7,80.0,механика,4WD,коричневый,142000.0,левый,7.5,435000
1049,Citroen C4,2010,бензин,1.6,120.0,механика,передний,серый,143000.0,левый,8.5,385000
1050,Hyundai Solaris,2011,бензин,1.6,123.0,механика,передний,красный,118972.0,левый,8.8,710000
1051,Nissan Primera,1998,бензин,1.6,90.0,механика,передний,черный,250000.0,левый,8.2,239000
